,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
419,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p,spam,31,159,40,5,0
420,ye last week take live call,ham,10,48,1,0,0
421,someon contact date servic enter phone fanci find call landlin pobox n tf p,spam,26,162,4,0,0
422,siva hostel aha,ham,5,24,1,0,0
423,urgent mobil number award prize guarant call land line claim valid hr,spam,23,137,21,2,0
424,send ur friend receiv someth ur voic speak express childish naughti sentiment rowdi ful attitud romant shi attract funni lt gt irrit lt gt lovabl repli,ham,44,248,4,0,0
425,ok ok guess,ham,7,25,3,0,0
426,aathi dear,ham,5,27,0,0,0
427,pain urin thing el,ham,7,37,1,0,0
428,esplanad mind give lift co got car today,ham,16,69,2,0,0
429,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac prob,ham,33,150,5,1,0
430,home watch tv lor,ham,5,24,1,0,0
431,usual take fifteen fuck minut respond ye question,ham,15,80,1,0,0
432,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx,spam,26,157,15,0,0
433,book ticket pongal,ham,4,25,1,0,0
434,avail like right around hillsborough amp lt gt th,ham,13,73,2,0,0
435,messag sent askin lt gt dollar shoul pay lt gt lt gt,ham,17,89,2,0,0
436,ask g iouri told stori like ten time alreadi,ham,13,58,2,0,0
437,long appleb fuck take,ham,6,36,1,0,0
438,hi hope u get txt journey hasnt gd min late think,ham,17,76,2,0,0
439,like love arrang,ham,11,47,2,0,0
440,ye realli great bhaji told kalli best cricket sachin world tough get,ham,19,104,1,0,0
441,suppo wake gt,ham,8,38,3,1,0
442,oic saw tot din c found group liao,ham,17,69,3,0,0
443,sorri call later,ham,5,22,2,0,0
444,hey hey wereth monkeespeopl say monkeyaround howdi gorgeou,ham,9,66,56,9,0
445,sorri batteri die come get gram place,ham,21,94,3,0,0
446,well done blimey exerci yeah kinda rememb wot hmm,ham,12,70,1,0,0
447,wont get concentr dear know mind everyth,ham,13,73,1,0,0
448,lol made plan new year,ham,8,42,4,1,0
449,min later k,ham,4,17,0,0,0
450,hank lotsli,ham,2,13,0,0,0
451,thank hope good day today,ham,10,45,1,0,0
452,k k detail want transfer acc enough,ham,12,57,1,0,0
453,ok tell stay yeah tough optimist thing improv month,ham,21,105,2,0,0
454,loan purpo homeown tenant welcom previou refu still help call free text back help,spam,29,164,7,0,1
455,si si think ill go make oreo truffl,ham,10,47,2,0,0
456,look ami ure beauti intellig woman like u lot know u like like worri,ham,25,117,88,17,0
457,hope result consist intellig kind start ask practicum link keep ear open best ttyl,ham,29,158,2,0,0
458,call cost guess isnt bad miss ya need ya want ya love ya,ham,18,79,2,0,0
459,go thru differ feel waver deci cope individu time heal everyth believ,ham,24,142,1,0,0
460,u go phone gonna die stay,ham,15,62,2,0,0
461,great never better day give even reason thank god,ham,13,71,4,0,0
462,upgrdcentr orang custom may claim free camera phone upgrad loyalti call offer end th juli c appli opt avail,spam,32,175,24,3,1
463,sorri call later ok bye,ham,7,29,2,0,0
464,ok way railway,ham,8,29,1,0,0
465,great princess love give receiv oral doggi style fave posit enjoy make love lt gt time per night,ham,26,148,4,0,0
466,put stuff road keep get slipperi,ham,17,83,1,0,0
467,go ride bike,ham,8,37,1,0,0
468,yup need ju wait e rain stop,ham,12,44,2,0,0
469,mani compani tell languag,ham,8,45,2,0,0
470,okmail dear dave final notic collect tenerif holiday cash award call landlin tc sae box cw wx ppm,spam,27,161,19,2,0
471,long sinc scream princess,ham,9,50,1,0,0
472,noth meant money enter account bank remov flat rate someon transfer lt gt account lt gt dollar got remov bank differ charg also differ sure trust ja person send account detail co,ham,53,298,4,0,0
473,want get laid tonight want real dog locat sent direct ur mob join uk largest dog network txting moan nyt ec p msg p,spam,30,159,14,2,0
474,nice line said broken heart plz cum time infront wise trust u good,ham,27,125,6,0,0
475,ok gonna head usf like fifteen minut,ham,12,51,2,0,0
476,love aathi love u lot,ham,6,28,1,0,0
477,tension ah machi problem,ham,6,34,1,0,0
478,k pick anoth th done,ham,11,46,2,0,0
479,guy get back g said think stay mcr,ham,16,81,2,0,0
480,almost see u sec,ham,7,28,1,0,0
481,yo carlo friend alreadi ask work weekend,ham,17,90,1,0,0
482,watch tv lor,ham,3,18,1,0,0
483,thank babi cant wait tast real thing,ham,11,54,2,0,0
484,chang fb jaykwon thuglyf falconerf,ham,9,55,1,0,0
485,win realli side long time,ham,11,45,1,0,1
486,free messag activ free text messag repli messag word free term condit visit www com,spam,24,146,23,4,1
487,dear reach railway happen,ham,7,40,2,0,0
488,depend qualiti want type sent boy fade glori want ralph mayb,ham,22,107,3,0,0
489,think fix send test messag,ham,12,50,1,0,0
490,sorri man account dri would want could trade back half could buy shit credit card,ham,27,120,3,0,0
491,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss,spam,29,160,12,1,1
492,sorri meet call later,ham,7,32,2,0,0
493,class lt gt reunion,ham,6,34,1,0,0
494,free call,ham,8,32,1,0,1
495,got meh,ham,3,16,2,0,0
496,nope think go monday sorri repli late,ham,14,67,3,0,0
497,told accentur confirm true,ham,11,55,2,0,0
498,kate jackson rec center ish right,ham,7,43,1,0,0
499,dear reach room,ham,5,23,1,0,0
500,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose,ham,33,149,1,0,1
501,come,ham,5,21,2,0,0
502,check nuerologist,ham,3,23,1,0,0
503,lolnic went fish water,ham,8,40,2,0,0
504,congratul week competit draw u prize claim call b cs stop sm ppm,spam,30,170,7,1,0
505,wait e car dat bore wat co wait outsid got noth home stuff watch tv wat,ham,28,117,3,0,0
506,mayb westshor hyde park villag place near hou,ham,11,62,1,0,0
507,know anthoni bring money school fee pay rent stuff like need help friend need,ham,34,166,6,0,0
508,signif,ham,4,24,1,0,0
509,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,ham,26,136,11,0,0
510,latest g still scroung ammo want give new ak tri,ham,24,99,0,0,0
511,prabha soryda reali frm heart sori,ham,10,45,1,0,0
512,lol ok forgiven,ham,4,23,1,0,0
513,jst chang tat,ham,5,25,1,0,0
514,guarant latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,spam,27,148,24,1,0
515,competit,ham,5,26,1,0,0
516,boltblu tone p repli poli mono eg poli cha cha slide yeah slow jamz toxic come stop tone txt,spam,32,146,32,4,0
517,credit top http www bubbletext com renew pin tgxxrz,spam,16,89,3,0,0
518,way transport less problemat sat night way u want ask n join bday feel free need know definit book fri,ham,35,168,3,0,1
519,usual person unconsci children adult may behav abnorm call,ham,22,117,2,0,0
520,ebay might less elsewh,ham,10,46,1,0,0
521,shall come get pickl,ham,6,26,1,0,0
522,gonna go get taco,ham,6,28,1,0,0
523,rude campu,ham,7,32,1,0,0
524,urgent mobil award bonu caller prize nd attempt contact call box qu,spam,30,145,22,2,0
525,hi b ard christma enjoy n merri x,ham,15,57,2,0,0
526,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x,spam,31,160,14,1,0
527,ye pretti ladi like singl,ham,9,42,2,0,0
528,reciev tone within next hr term condit plea see channel u teletext pg,spam,20,111,7,0,0
529,jay say doubl faggot,ham,8,36,1,0,0
530,privat account statement show un redeem point call identifi code expir,spam,24,146,17,1,0
531,today sunday sunday holiday work,ham,9,50,2,0,0
532,gudnit tc practic go,ham,5,33,1,0,0
533,late,ham,4,15,1,0,0
534,call hope l r malaria know miss guy miss bani big pl give love especi great day,ham,39,177,5,0,0
535,good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea,ham,33,160,4,0,0
536,probabl gonna see later tonight lt,ham,12,63,1,0,0
537,mayb fat finger press button know,ham,18,84,1,0,0
538,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,ham,15,84,15,2,0
539,tirupur da start offic call,ham,12,57,1,0,0
540,www applausestor com monthlysubscript p msg max month csc web age stop txt stop,spam,16,96,6,0,0
541,famou quot develop abil listen anyth uncondit without lose temper self confid mean marri,ham,25,169,8,1,0
542,go colleg pa el ill come self pa,ham,17,76,3,0,0
543,oclock mine bash flat plan,ham,11,47,1,0,0
544,girl stay bed girl need recoveri time id rather pass fun coop bed,ham,27,130,3,0,0
545,special,ham,4,23,1,0,0
546,know need get hotel got invit apolog cali sweet come english bloke weddin,ham,33,149,3,0,0
547,sorri took long omw,ham,7,32,1,0,0
548,wait lt gt min,ham,4,22,1,0,0
549,ok give minut think see btw alibi cut hair whole time,ham,23,101,7,1,0
550,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway enjoy cuck,ham,54,281,5,0,0
551,hurri weed defici like three day,ham,11,54,2,0,0
552,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo,ham,22,120,2,0,0
553,ok everi night take warm bath drink cup milk see work magic still need loo weight know,ham,31,138,4,0,0
554,look fri pan case cheap book perhap silli fri pan like book,ham,36,135,6,0,0
555,well uv cau mutat sunscreen like essenti theseday,ham,10,66,3,0,0
556,lunch onlin,ham,8,40,1,0,0
557,know friend alreadi told,ham,8,40,1,0,0
558,hi princess thank pic pretti,ham,14,70,5,0,0
559,aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ah gee,ham,33,160,5,0,0
560,hi msg offic,ham,7,26,1,0,0
561,thanx e browni v nice,ham,8,32,1,0,0
562,geeeee love much bare stand,ham,11,51,3,0,0
563,gent tri contact last weekend draw show prize guarant call claim code k valid hr ppm,spam,28,160,21,2,0
564,fuck babe miss alreadi know let send money toward net need want crave,ham,29,146,6,0,0
565,ill call u mrw ninish address icki american freek wont stop callin bad jen k eh,ham,22,103,3,0,1
566,oooh bed ridden ey think,ham,9,45,5,1,0
567,anyway go gym whatev love smile hope ok good day babe miss much alreadi,ham,30,142,3,0,0
568,love daddi make scream pleasur go slap ass dick,ham,19,92,3,0,0
569,wot u wanna missi,ham,6,26,20,5,0
570,yar lor wait mum finish sch lunch lor whole morn stay home clean room room quit clean hee,ham,28,134,3,0,0
571,know lab goggl went,ham,8,37,1,0,0
572,open door,ham,5,22,1,0,0
573,wait call,ham,4,22,1,0,0
574,nope wait sch daddi,ham,7,33,1,0,0
575,cash prize claim call,spam,14,69,2,0,0
576,tire argu week week want,ham,25,109,2,0,0
577,wait sch finish ard,ham,10,36,2,0,0
578,mobil number claim call us back ring claim hot line,spam,20,100,0,0,0
579,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,ham,28,140,2,0,0
580,huh earli dinner outsid izzit,ham,9,51,3,0,0
581,ok anyway need chang said,ham,10,46,1,0,0
582,tri contact repli offer min textand new video phone call repli free deliveri tomorrow,spam,29,149,1,0,1
583,ex wife abl kid want kid one day,ham,15,63,1,0,0
584,scotland hope show jjc tendenc take care live dream,ham,18,95,7,1,1
585,tell u headach want use hour sick time,ham,16,69,1,0,0
586,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,ham,23,110,4,0,0
587,pete plea ring meiv hardli gotani credit,ham,9,55,1,0,0
588,ya srsli better yi tho,ham,6,27,1,0,0
589,meet call later,ham,9,34,1,0,0
590,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk,spam,28,127,10,2,1
591,special select receiv pound award call line close cost ppm cs appli ag promo,spam,25,142,14,2,0
592,privat account statement show un redeem point call identifi code expir,spam,24,148,17,1,0
593,still grand prix,ham,5,24,1,0,0
594,met stranger choo friend long world stand friendship never end let friend forev gud nitz,ham,28,147,5,0,0
595,great,ham,6,24,2,0,0
596,gud mrng dear nice day,ham,7,29,1,0,0
597,import custom servic announc call freephon,spam,13,86,11,1,1
598,exhaust train morn much wine pie sleep well,ham,17,87,4,0,1
599,go buy mum present ar,ham,10,38,1,0,0
600,mind blastin tsunami occur rajnik stop swim indian ocean,ham,17,104,7,0,0
601,u send home first ok lor readi yet,ham,15,59,2,0,0
602,speak cash yet,ham,8,38,1,0,0
603,happi come noon,ham,8,38,2,0,0
604,meet lunch la,ham,4,22,1,0,0
605,take care n get well soon,ham,6,25,12,0,0
606,xclusiv clubsaisai morow soir special zouk nichol pari free rose ladi info,spam,20,135,79,13,1
607,meant say cant wait see u get bore bridgwat banter,ham,18,87,1,0,0
608,neva mind ok,ham,5,19,1,0,0
609,fine imma get drink somethin want come find,ham,15,66,2,0,0
610,day kick euro u kept date latest news result daili remov send get txt stop,spam,30,140,14,3,0
611,valentin game send di msg ur friend answer r someon realli love u que colour suit best rpli,ham,31,156,4,0,0
612,mani depend,ham,4,22,1,0,0
613,thanx today cer nice catch ave find time often oh well take care c u soon c,ham,26,107,79,20,0
614,call said choo futur,ham,14,65,1,0,0
615,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st,ham,27,149,3,0,0
616,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,ham,28,137,4,0,0
617,famili happi,ham,4,25,1,0,0
618,come n pick come immedi aft ur lesson,ham,12,60,3,0,0
619,let snow let snow kind weather bring ppl togeth friendship grow,ham,19,103,3,0,0
620,dear got lt gt dollar hi hi,ham,8,37,1,0,0
621,good word word may leav u dismay mani time,ham,11,58,2,0,0
622,make sure alex know birthday fifteen minut far concern,ham,17,87,71,17,0
623,sorri got thing may pub later,ham,13,58,0,0,0
624,nah straight bring bud drink someth actual littl use straight cash,ham,24,123,1,0,0
625,haha good hear offici paid market th,ham,15,67,2,0,0
626,mani lick take get center tootsi pop,ham,15,66,1,0,0
627,yup thk r e teacher said make face look longer darren ask cut short,ham,23,102,2,0,0
628,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name,spam,26,130,19,3,1
629,today vodafon number end select receiv award number match call receiv award,spam,27,150,3,0,0
630,plea dont say like hi hi hi,ham,8,35,2,0,0
631,thank u,ham,2,8,1,0,0
632,oh forward messag thought send,ham,13,62,2,0,0
633,got seventeen pound seven hundr ml hope ok,ham,11,58,4,0,0
634,dear voucher holder claim week offer pc go http www e tlp co uk expressoff ts cs appli stop text txt stop,spam,30,143,11,2,0
635,n funni,ham,5,20,1,0,0
636,sweetheart hope kind day one load reason smile biola,ham,19,100,3,0,0
637,login dat time dad fetch home,ham,10,51,4,0,0
638,shower babi,ham,8,36,1,0,0
639,askd u question hour answer,ham,11,53,2,0,0
640,well imma definit need restock thanksgiv let know,ham,17,88,3,0,0
641,said kiss kiss sound effect gorgeou man kind person need smile brighten day,ham,29,133,2,0,0
642,probabl gonna swing wee bit,ham,8,36,1,0,1
643,ya nice readi thursday,ham,7,37,1,0,0
644,allo brave buse taken train triumph mean b ham jolli good rest week,ham,29,127,6,0,0
645,watch cartoon listen music amp eve go templ amp church u,ham,16,92,2,0,0
646,mind ask happen dont say uncomfort,ham,17,80,3,0,0
647,privat account statement show un redeem point call identifi code expir,spam,23,136,17,1,0
648,prob send email,ham,8,35,2,0,0
649,cash prize claim call c rstm sw ss ppm,spam,20,97,12,1,0
650,cool sometim slow gentl sonetim rough hard,ham,10,66,3,0,0
651,gonna say sorri would normal start panic time sorri see tuesday,ham,24,119,6,0,0
652,wait know wesley town bet hella drug,ham,14,65,2,0,0
653,fine miss much,ham,6,26,1,0,0
654,u got person stori,ham,6,28,1,0,0
655,tell drug dealer get impati,ham,8,45,1,0,0
656,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,ham,37,157,5,0,0
